ticker,fold,config,rmse_ret,rmse_vs_zero,dir_acc,mean_abs_pred,fit_secs
XOM,2,xgb_default,0.01633461086426716,1.3682572031038118,0.47474747474747475,0.008265364137150755,0.14
XOM,2,xgb_tuned,0.012066904287499751,1.0107757599939948,0.46464646464646464,0.0014936170828877948,0.14
XOM,2,xgb_tuned_volscale,0.012108250138741929,1.0142390661756144,0.48484848484848486,0.0010732406480971355,0.15
XOM,2,xgb_tuned_decay,0.012028768593561544,1.0075813503836344,0.48484848484848486,0.0014708681796400925,0.14
XOM,3,xgb_default,0.013119219763170854,1.1415582964380906,0.43434343434343436,0.004878815320134891,0.14
XOM,3,xgb_tuned,0.011529176842854184,1.0032019978054776,0.4444444444444444,0.0009703608466088554,0.14
XOM,3,xgb_tuned_volscale,0.011500091895829677,1.0006711946649969,0.42424242424242425,0.0006305382609576814,0.15
XOM,3,xgb_tuned_decay,0.0114082723188761,0.9926815884430596,0.5454545454545454,0.0009186474463876948,0.12
XOM,4,xgb_default,0.013226501396511494,1.041636484381576,0.61,0.0042029730811555055,0.14
XOM,4,xgb_tuned,0.01288505860026154,1.0147465863472385,0.48,0.0012940790295510852,0.14
XOM,4,xgb_tuned_volscale,0.012820245531154184,1.0096423145959217,0.47,0.0010589885991517402,0.15
XOM,4,xgb_tuned_decay,0.012891869378201965,1.0152829605989842,0.51,0.0008308149170579782,0.13
KO,0,xgb_default,0.009373960193735181,1.1826881319877092,0.4897959183673469,0.0038136442709947004,0.13
KO,0,xgb_tuned,0.00797203324872864,1.0058106623264738,0.45918367346938777,0.0006134462631962378,0.13
KO,0,xgb_tuned_volscale,0.007983690945168351,1.0072814835099024,0.4897959183673469,0.0005337465381244778,0.13
KO,0,xgb_tuned_decay,0.007920248984278722,0.9992771766146866,0.5408163265306123,0.00040492439003173784,0.11
KO,1,xgb_default,0.009510634351681115,1.038730198352163,0.5656565656565656,0.003455066661699675,0.14
KO,1,xgb_tuned,0.009082492568274075,0.9919695109830146,0.5959595959595959,0.00045888903866398323,0.13
KO,1,xgb_tuned_volscale,0.009076465035833464,0.9913111973799368,0.5454545454545454,0.00048529664094419623,0.14
KO,1,xgb_tuned_decay,0.00910396424898944,0.9943145998954573,0.5858585858585859,0.00034277139074902153,0.11
KO,2,xgb_default,0.008248783203934268,1.0542331185922271,0.494949494949495,0.002556499085003452,0.14
KO,2,xgb_tuned,0.007830515824483021,1.000776588951107,0.45454545454545453,0.0004266237641331827,0.14
KO,2,xgb_tuned_volscale,0.007832989407120464,1.0010927243947836,0.46464646464646464,0.0004243794998669842,0.17
KO,2,xgb_tuned_decay,0.007900905230163834,1.0097726845972315,0.42424242424242425,0.0003858021223436481,0.12
KO,3,xgb_default,0.008292979315385255,1.0469044774036633,0.6020408163265306,0.0025874422227389004,0.15
KO,3,xgb_tuned,0.007862808326478241,0.9925997556373346,0.6122448979591837,0.00035674040841513486,0.15
KO,3,xgb_tuned_volscale,0.007867428165877148,0.9931829634770828,0.5918367346938775,0.0004053065566271453,0.16
KO,3,xgb_tuned_decay,0.007877955950566463,0.9945119894530596,0.5816326530612245,0.00018002978345748488,0.17
KO,4,xgb_default,0.009758282193363669,1.1590692299032437,0.46938775510204084,0.0032860287606308702,0.15
KO,4,xgb_tuned,0.008528913093521873,1.0130472285319856,0.46938775510204084,0.0004563046558041606,0.16
KO,4,xgb_tuned_volscale,0.0085206149377532,1.0120615901966898,0.46938775510204084,0.0004552821685070232,0.16
KO,4,xgb_tuned_decay,0.008577049141818347,1.0187647320150803,0.4897959183673469,0.0009118737682001666,0.13
