ticker,fold,config,feat_set,n_features,horizon,n_train,n_test,eff_test,rmse_ret,rmse_rw,rmse_ratio,dir_acc,dir_baseline,dir_edge
KO,4,base_h1,base,18,1,844,100,100.0,0.009758282193363669,0.008419067594589037,1.1590692299032437,0.46938775510204084,0.4897959183673469,-0.02040816326530609
KO,0,ext_h1,ext,29,1,244,100,100.0,0.009171427093557597,0.007925978066576725,1.157135058477242,0.5612244897959183,0.47959183673469385,0.08163265306122447
KO,1,ext_h1,ext,29,1,344,100,100.0,0.009751628267554867,0.009156019885403105,1.0650510144807905,0.5353535353535354,0.494949494949495,0.04040404040404039
KO,2,ext_h1,ext,29,1,444,100,100.0,0.008483640472397875,0.00782443945125657,1.0842489772267891,0.5858585858585859,0.5656565656565656,0.02020202020202022
KO,3,ext_h1,ext,29,1,544,100,100.0,0.009484513089491775,0.00792142883556287,1.1973235241237685,0.5,0.6020408163265306,-0.10204081632653061
KO,4,ext_h1,ext,29,1,644,100,100.0,0.010080431384239917,0.008419067594589037,1.1973334660857984,0.45918367346938777,0.4897959183673469,-0.030612244897959162
KO,0,ext_h5,ext,29,5,240,100,20.0,0.01961937372375834,0.01620991496829024,1.2103316866336233,0.46,0.53,-0.07
KO,1,ext_h5,ext,29,5,340,100,20.0,0.022712472384046722,0.020125548135515908,1.1285393188355264,0.63,0.4,0.22999999999999998
KO,2,ext_h5,ext,29,5,440,100,20.0,0.01780336728579966,0.015333836706417777,1.1610510550401447,0.48,0.62,-0.14
KO,3,ext_h5,ext,29,5,540,100,20.0,0.026282092399021163,0.019800900724737967,1.3273180227698436,0.44,0.61,-0.16999999999999998
KO,4,ext_h5,ext,29,5,640,96,19.2,0.02599630813070684,0.02109703862088335,1.2322254605427818,0.4631578947368421,0.42105263157894735,0.04210526315789476
KO,0,ext_h20,ext,29,20,225,100,5.0,0.03265084655689217,0.03676595723215768,0.8880727992669755,0.62,0.51,0.10999999999999999
KO,1,ext_h20,ext,29,20,325,100,5.0,0.027299851431941385,0.04450209865631079,0.6134508766154566,0.75,0.42,0.33
KO,2,ext_h20,ext,29,20,425,100,5.0,0.030109871371729338,0.02552233974061868,1.1797457316897018,0.54,0.77,-0.22999999999999998
KO,3,ext_h20,ext,29,20,525,100,5.0,0.06541380278695136,0.046172703924165164,1.416720209723652,0.31,0.84,-0.53
KO,4,ext_h20,ext,29,20,625,81,4.0,0.06192502269022602,0.04884015471296183,1.2679120910686132,0.6049382716049383,0.2716049382716049,0.33333333333333337
